114.5712616,132.8192477,125.5015856,119.7025694,122.410706,119.2132639,116.9227431,115.00125,113.5522685,113.4970255,107.886169,101.084213,98.30331019,106.4912384,119.1092245,128.5759838,138.7471644,149.7833333,157.4702083,163.2926736,170.1230093,180.9657755,185.7034722,185.2980787,120.3148495,137.2250579,132.1174421,128.1185648,131.5520486,128.3264352,125.5293634,123.4860648,122.6742593,122.0012269,115.6473843,113.4505208,112.4648727,124.0453472,137.3661227,146.5998958,152.9153588,163.3639236,171.2303009,176.0577662,182.2150116,191.2511343,195.0395949,194.894375,130.0696644,146.2939352,142.520544,138.971956,142.4122569,138.8467477,135.3531944,132.5419329,131.5855093,130.9861111,125.4233681,126.11875,126.5354977,139.6414583,152.4518403,161.07125,165.5575694,176.523588,184.6288426,189.289213,195.9989005,204.2636806,207.9453819,207.3671528
109.6623264,128.5189583,122.2732523,116.1623958,120.2176852,118.8688657,119.6821875,119.488044,116.8763194,118.9523958,113.9642824,108.7053356,108.8263889,117.4476505,127.0093403,135.1459722,140.7865394,147.6722917,153.7195486,158.9396528,165.2557523,175.7085417,180.4498032,180.0517708,115.3415046,132.6304167,128.581412,124.5207986,128.9985417,127.7261343,128.6699653,127.6895486,126.0476968,128.0839815,124.4364815,122.8287616,122.8975926,132.5161111,142.3855903,149.8419097,153.6149074,161.3340741,167.1875347,171.5998611,177.2767361,185.8143866,189.6398958,189.439294,125.0427546,141.7197685,138.8364931,135.4521759,139.7739699,138.0100231,137.9234838,136.7098611,134.9377431,137.3148727,134.1048032,134.4408333,134.9992593,145.3925926,155.0968171,161.7131481,165.1821528,174.6617477,180.6978819,184.9985185,191.2993634,198.9411921,202.4373958,201.8734838
104.3456366,122.674294,115.7506481,111.3229282,115.3513773,114.9494792,115.1355671,114.285463,111.23625,112.4877083,108.1906713,105.9997801,108.5286806,118.7645486,129.2277315,133.5205556,137.1827315,144.1182986,150.4913889,156.2664005,162.9485185,174.0940972,178.9206366,178.7367014,109.9075231,126.7362384,121.9936343,119.3483912,123.9493519,123.6996875,124.0582407,122.5057292,120.1826736,121.7220139,117.9691204,119.5552894,123.251331,134.6841551,144.8149653,148.0933565,149.6706944,157.1877546,163.7288889,168.7191319,174.7870139,184.1023843,188.0068981,187.9375926,119.1282407,135.4344329,131.694919,129.2916667,133.689537,132.7011343,132.4218981,130.6359954,128.390787,130.2078819,126.7921759,130.070706,134.3299769,146.3924306,156.2330324,159.3300231,160.8490972,170.0626505,176.9898032,181.9106366,188.5148958,197.1213426,200.8489236,200.5919097
125.8236343,139.9222569,130.6234028,120.9709375,117.2837037,103.1989468,99.75854167,99.49196759,99.66765046,103.3982986,101.8243403,96.45559028,95.05383102,100.3689583,105.6512616,113.8962269,125.1240741,141.8424074,156.7331597,170.0093056,178.6487269,190.1653935,194.4256713,193.9911574,130.8814583,143.7908565,136.694456,128.8862616,126.4362731,114.2328009,109.6288773,109.3647222,110.3374884,112.8502894,109.278669,108.2490625,105.823044,112.8466435,120.6459838,130.0690162,140.4431134,158.0268519,172.885544,183.6806829,190.7341782,200.0777431,203.5872801,203.4359606,141.5721296,154.4461458,148.9293634,141.8898843,140.5739699,128.9384722,123.5678935,122.9668287,123.4436227,125.1042708,120.9657755,122.575463,119.8433218,128.7265278,137.480081,147.339375,157.0587847,174.3382292,188.4702546,198.2872338,205.5382407,213.8537616,216.7917824,216.2556134
120.7024769,137.0990394,126.3157523,116.188206,112.4713542,102.8274537,100.3122338,98.65648148,102.3974884,108.9721528,106.6298495,101.6303009,101.0081597,107.4108218,113.6387384,120.6117593,128.6898264,142.1846875,153.6469329,162.693287,170.5376273,180.9032176,184.5532176,184.3211227,126.1854514,141.5112269,132.8309375,124.7626273,122.0732755,113.6197569,111.2759838,109.2983102,113.5145486,118.4089352,114.5982407,115.196088,114.9486574,124.3983218,134.3460069,139.3324537,145.5875347,158.8021412,169.6892708,176.965625,183.2164236,191.6291088,194.5776505,194.388206,136.7853356,151.3641319,144.5903009,137.4870718,135.9517593,127.9485532,125.1628935,123.062581,125.9977083,129.663044,125.3309375,128.678125,128.4981366,139.5996412,150.7264931,155.5616667,161.319919,174.5481019,184.7341667,191.1672801,197.5584722,205.1500347,207.8271991,207.335625
119.6829977,135.589838,125.7458218,116.1933565,112.7444213,102.9028356,100.0646296,98.6496875,103.0651852,108.6160417,105.505706,100.8247338,100.0327199,106.3060301,112.3859375,119.0424653,127.1556134,140.3456481,152.6990162,162.4348032,170.428206,180.903125,184.547581,184.0424653,125.2211921,140.1242477,132.3903009,124.7777778,122.3369213,113.9171065,111.1460995,109.8259028,114.699456,118.4928819,114.0230671,114.4617593,113.1961227,121.7050579,131.0208796,136.5645023,143.2044792,156.1975694,168.4354051,176.8197338,183.0488542,191.6574306,194.5196296,194.2033102,135.4469676,149.8966782,143.9558102,137.3322454,135.7087153,127.6824769,124.7752546,123.1176273,126.6154051,129.2431019,124.3742245,127.6231481,126.4532292,136.5057639,146.9820139,152.4231134,158.7043866,171.6259028,183.3645139,190.9466435,197.4007523,204.9601505,207.6712384,207.0212269
128.6106134,144.3424884,133.8957986,126.5576157,121.7216435,107.4503819,102.7836574,102.1377083,104.2886574,109.2871875,106.9054977,101.1906481,98.2828588,103.1646875,108.6455208,117.3335764,129.400162,147.2796412,162.2082986,175.5437963,185.0619213,197.0509722,201.4469329,201.1425116,134.8346065,148.8448495,140.8526273,135.0062731,131.7911458,118.8950116,113.0038889,112.2786111,115.9233449,119.6491435,115.161088,114.1057986,110.9133912,117.8090741,126.0377778,136.6420949,147.1810185,164.509294,179.5058333,190.832581,198.2066898,208.3178819,211.8011227,211.7898264,145.4307986,159.0866667,153.0009606,147.7387384,145.924537,133.7251157,126.5205787,125.4623843,128.4861458,131.1378125,126.7415625,128.5996759,125.7387847,134.7421065,143.6691435,154.8091898,164.1914352,180.818044,194.8768056,205.0966435,212.5814236,221.3548727,224.5502315,224.0162153
121.4077546,137.1976273,126.672037,118.6689931,115.205544,102.1633102,96.99891204,96.19783565,99.87755787,105.680544,102.6183333,95.3675,92.23451389,96.41414352,101.8626736,110.2592477,121.1125694,136.9022569,151.3282755,163.3922222,172.2168056,183.1662616,187.2301968,186.9978241,127.1751852,141.2807986,133.5071065,126.9440046,124.9177662,112.8865741,106.5145602,106.0860764,111.423912,115.075162,110.6464699,108.1108912,104.4331019,110.5229745,118.9897917,128.4130903,137.2555093,153.0028125,167.8258681,178.0852431,184.907662,193.9180093,197.1359259,197.1318287,137.619294,151.5493287,145.5103819,139.9915625,138.8612037,127.5476736,120.5381829,119.9404861,124.2565509,126.9053125,122.288287,123.0133681,119.8320833,127.7515625,137.3293981,146.8705787,154.3211343,169.2225231,183.3886921,192.6730556,199.5921759,207.3458796,210.2932755,209.9768287
117.8586227,134.7651505,126.3098032,117.4664699,113.4739931,103.3172222,99.38167824,97.77600694,103.3324421,109.4945023,106.0588542,101.1522222,99.62556713,108.5029167,115.6762616,121.6737037,127.3170023,139.9714468,152.1385995,162.3088889,170.9454861,181.7410995,185.6121644,185.3846181,123.9525926,139.3761921,133.6080208,126.4456829,124.1493287,115.8959722,111.8709491,110.262581,115.8117361,119.5045255,115.4266319,115.5796759,115.0529051,126.4842014,135.7025,139.7746528,143.742963,156.7951273,168.9886227,177.4304398,183.972338,192.7965394,195.9397222,195.7849537,133.9814583,148.9373727,144.5715278,138.2909838,136.9649306,129.6043171,125.3295139,123.4449306,128.0134722,130.3783681,126.1707755,129.1416204,129.1109375,142.3738657,152.4468171,155.9210301,159.7375463,172.6431944,184.1449306,191.6946759,198.3534606,205.9199306,208.6549421,208.2286458
111.3076042,128.7592593,122.7146065,117.9165278,119.9973495,117.6418287,117.2540625,114.9933218,114.5600116,113.8982292,108.0409375,105.4430671,106.0198727,118.0076042,128.8925116,134.8706713,139.3592245,148.2954745,155.7842477,161.8443866,168.8738889,180.2700231,184.5898843,184.450625,116.7603588,132.7928241,129.2791088,126.5688542,129.3247569,127.0492014,126.4055556,124.1250579,123.7589005,122.3640972,116.1109491,118.1565162,120.7401852,135.7535995,146.0070833,150.3270718,153.4545255,162.547419,170.2395718,175.1421528,181.4232986,190.9003125,194.2843866,194.4472917,125.737662,141.1933449,138.7821644,136.513206,139.6591088,137.1587037,135.7976505,133.1935532,132.5313194,131.0487963,124.9782176,129.4857523,132.7707176,148.6291435,158.119919,162.3217593,165.3400347,175.8242824,183.6480556,188.482963,195.1793866,203.743831,206.8231019,206.6041898
